CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,ARRAY(0x1a293e8),Room Cap
43243,ANTH,2203,1,Full Term ... `01-SEP to 20-DEC,Day,INTRO ARCHEOLOGY,Hill  Jane A,MW      1530 1645 ROBSON 205 (Class)`M       1445 1645 ROBSON 205 (Exam),Main,,3,24,0,0,24,0,26
43244,ANTH,2203,2,Full Term ... `01-SEP to 20-DEC,Day,INTRO ARCHEOLOGY,Hill  Jane A,TR      1530 1645 ROBSON 205 (Class)`T       1445 1645 ROBSON 205 (Exam),Main,,3,24,0,0,24,0,26
43245,ANTH,2215,1,Full Term ... `01-SEP to 20-DEC,Day,MEDICAL ANTHROPOLOGY,Schug  Seran E,TR      1400 1515 ROBSON 205 (Class)`R       1445 1645 ROBSON 205 (Exam),Main,,3,24,0,0,25,-1,26
43246,ANTH,2221,1,Full Term ... `01-SEP to 20-DEC,Day,HUMAN VARIATION-RS This section for Freshmen only`,Rosado  Maria,MW      0930 1045 ROBSON 205 (Class)`W       1015 1215 ROBSON 205 (Exam),Main,,3,20,0,0,23,-3,26
43248,ANTH,2221,2,Full Term ... `01-SEP to 20-DEC,Day,HUMAN VARIATION,Rosado  Maria,MW      1230 1345 ROBSON 205 (Class)`W       1230 1430 ROBSON 205 (Exam),Main,,3,24,0,0,25,-1,26
43249,ANTH,2221,3,Full Term ... `01-SEP to 20-DEC,Day,HUMAN VARIATION,Nickolai  Carol A,MW      1100 1215 SAVITZ 217 (Class)`M       1015 1215 SAVITZ 217 (Exam),Main,,3,26,0,0,26,0,26
43364,ANTH,2221,4,Full Term ... `01-SEP to 20-DEC,Online,HUMAN VARIATION ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Hill  Jane A,   ,Online,,3,30,0,0,29,1,
40018,ANTH,2221,5,Full Term ... `01-SEP to 20-DEC,Online,HUMAN VARIATION ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Hill  Jane A,   ,Online,,3,30,0,0,29,1,
43251,ANTH,2290,1,Full Term ... `01-SEP to 20-DEC,Day,MUSEUM STUDIES,Hill  Jane A,TR      1230 1345 ROBSON 205 (Class)`R       1230 1430 ROBSON 205 (Exam),Main,,3,24,0,0,24,0,26
43252,ANTH,2301,1,Full Term ... `01-SEP to 20-DEC,Day,HUMAN EVOLUTION,Rosado  Maria,F       0930 1045 ROBSON 205 (Class)`F       1015 1215 ROBSON 205 (Exam)`F       1100 1215 ROBSON 205 (Class),Main,,3,24,0,0,16,8,26
43253,ANTH,2310,1,Full Term ... `01-SEP to 20-DEC,Day,INDIANS NORTH AMERICA,Schultz  Jared Stephen,MW      1100 1215 ROBSON 205 (Class)`M       1015 1215 ROBSON 205 (Exam),Main,,3,24,0,0,24,0,26
43254,ANTH,2323,1,Full Term ... `01-SEP to 20-DEC,Evening,ANTHRO-MAGIC & RELIGION,Cushman  Robert Dustin,MW      1700 1815 BOZ 107 (Class)`W       1700 1900 BOZ 107 (Exam),Main,,3,24,0,0,24,0,25
43255,ANTH,2323,2,Full Term ... `01-SEP to 20-DEC,Day,ANTHRO-MAGIC & RELIGION,Cushman  Robert Dustin,TR      0930 1045 ROBSON 205 (Class)`R       1015 1215 ROBSON 205 (Exam),Main,,3,24,0,0,24,0,26
43256,ANTH,2420,1,Full Term ... `01-SEP to 20-DEC,Day,CULTURE AND PERSONALITY,Schug  Seran E,TR      1100 1215 ROBSON 205 (Class)`T       1015 1215 ROBSON 205 (Exam),Main,,3,24,0,0,24,0,26
43257,ANTH,2492,1,Full Term ... `01-SEP to 20-DEC,Day,SEM IN ANTH:ARTS & MEDICINE,STAFF,,Main,,3,0,0,0,0,0,
42050,ARAB,12101,1,Full Term ... `01-SEP to 20-DEC,Evening,ELEMENTARY ARABIC I,Parvez  Amna S,MW      1830 1945 LBRARY 578 (Class)`W       1900 2100 LBRARY 578 (Exam),Main,,3,24,0,0,22,2,32
42051,ARAB,12201,1,Full Term ... `01-SEP to 20-DEC,Evening,INTERMEDIATE ARABIC IIndependent Study Prerequisite waiver available.  Please contact ForeignLang@rowan.edu`,Parvez  Amna S,M       1700 1815 JAMES 2098 (Class)`W       2000 2115 LBRARY 578 (Class),Main,,3,2,0,0,2,0,18
41943,ARHS,3103,1,Full Term ... `01-SEP to 20-DEC,Day,ART HIST SURVEY I Off-campus Trip`,Miguelez  Melissa L,F       1100 1215 WESTBY 111 (Class)`F       1230 1345 WESTBY 111 (Class)`F       1230 1430 WESTBY 111 (Exam),Main,,3,35,0,0,34,1,110
41945,ARHS,3104,1,Full Term ... `01-SEP to 20-DEC,Day,ART HIST SURVEY II Off-campus Trip`,Adelson  Fred,MW      0930 1045 WESTBY 111 (Class)`W       1015 1215 WESTBY 111 (Exam),Main,,3,35,0,0,35,0,110
41963,ARHS,3130,1,Full Term ... `01-SEP to 20-DEC,Day,ART APPRECIATION Off-campus Trip`,Sablove  Henrietta F,MW      1230 1345 WESTBY 111 (Class)`W       1230 1430 WESTBY 111 (Exam),Main,,3,40,1,-2,40,0,110
41964,ARHS,3130,2,Full Term ... `01-SEP to 20-DEC,Day,ART APPRECIATION Off-campus Trip`,Sablove  Henrietta F,MW      1530 1645 WESTBY 111 (Class)`M       1445 1645 WESTBY 111 (Exam),Main,,3,40,1,-1,40,0,110
41965,ARHS,3130,3,Full Term ... `01-SEP to 20-DEC,Day,ART APPRECIATION Off-campus Trip`,Mitchell  John J.,TR      1530 1645 WESTBY 111 (Class)`T       1445 1645 WESTBY 111 (Exam),Main,,3,40,1,-7,40,0,110
41927,ARHS,3130,4,Full Term ... `01-SEP to 20-DEC,Online,ART APPRECIATION ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Cocco  Caitlin S,   ,Online,,3,27,0,0,26,1,
43892,ARHS,3130,5,Full Term ... `01-SEP to 20-DEC,Online,ART APPRECIATION ONLINE.  AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Cocco  Caitlin S,   ,Online,,3,27,0,0,27,0,
43893,ARHS,3130,6,Full Term ... `01-SEP to 20-DEC,Day,ART APPRECIATIONOff-campus Trip`,Vanovskaya  Ekaterina A,TR      1230 1345 WESTBY 111 (Class)`R       1230 1430 WESTBY 111 (Exam),Main,,3,40,1,-4,42,-2,110
41947,ARHS,3205,1,Full Term ... `01-SEP to 20-DEC,Day,ART HIST SURVEY III Off-campus Trip`,Hottle  Andrew D,TR      1400 1515 WESTBY 111 (Class)`R       1445 1645 WESTBY 111 (Exam),Main,,3,35,0,0,35,0,110
41949,ARHS,3220,1,Full Term ... `01-SEP to 20-DEC,Day,MODERN ART Off-campus Trip`,Hottle  Andrew D,TR      1100 1215 WESTBY 111 (Class)`T       1015 1215 WESTBY 111 (Exam),Main,,3,35,0,0,35,0,110
41951,ARHS,3231,1,Full Term ... `01-SEP to 20-DEC,Day,SURVEY OF ASIAN ART Off-campus Trip`,Hottle  Andrew D,TR      1700 1815 WESTBY 111 (Class)`R       1700 1900 WESTBY 111 (Exam),Main,,3,35,0,0,30,5,110
41958,ARHS,3252,1,Full Term ... `01-SEP to 20-DEC,Day,CONCEPTS ART CRITIC-WI Off-campus trip`,Adelson  Fred,MW      1400 1515 WESTBY 111 (Class)`W       1445 1645 WESTBY 111 (Exam),Main,,3,20,0,0,20,0,110
41959,ARHS,3310,1,Full Term ... `01-SEP to 20-DEC,Day,HISTORY OF AMERICAN ART Off-campus Trip`,Adelson  Fred,MW      1100 1215 WESTBY 111 (Class)`M       1015 1215 WESTBY 111 (Exam),Main,,3,35,0,0,35,0,110
41960,ARHS,3350,1,Full Term ... `01-SEP to 20-DEC,Day,HISTORY OF GRAPHIC DESIGN,Conradi  Janet,TR      0930 1045 WESTBY 111 (Class)`R       1015 1215 WESTBY 111 (Exam),Main,,3,35,0,0,25,10,110
41961,ART,2100,1,Full Term ... `01-SEP to 20-DEC,Day,DRAWING I-RS,Appelson  Herbert,MW      0800 0915 WESTBY 213 (Class)`MW      0930 1045 WESTBY 213 (Class)`W       0800 1000 WESTBY 213 (Exam),Main,,3,15,0,0,14,1,30
41962,ART,2100,2,Full Term ... `01-SEP to 20-DEC,Day,DRAWING I-RS,Appelson  Herbert,MW      1100 1215 WESTBY 213 (Class)`MW      1230 1345 WESTBY 213 (Class)`M       1015 1215 WESTBY 213 (Exam),Main,,3,15,0,0,15,0,30
41967,ART,2100,3,Full Term ... `01-SEP to 20-DEC,Evening,DRAWING I For Non-Art Majors Only`,Finger  Alicia,MW      1830 1945 WESTBY 213 (Class)`MW      2000 2115 WESTBY 213 (Class)`W       1900 2100 WESTBY 213 (Exam),Main,,3,15,0,0,16,-1,30
41968,ART,2100,4,Full Term ... `01-SEP to 20-DEC,Day,DRAWING I For Non-Art Majors Only`,Sophy  Nancy M,TR      1400 1515 WESTBY 213 (Class)`TR      1530 1645 WESTBY 213 (Class)`R       1445 1645 WESTBY 213 (Exam),Main,,3,15,0,0,14,1,30
41969,ART,2105,1,Full Term ... `01-SEP to 20-DEC,Day,COLOR & DESIGN I,Tishler  Joseph,TR      0800 0915 WESTBY 206 (Class)`TR      0930 1045 WESTBY 206 (Class)`R       0800 1000 WESTBY 206 (Exam),Main,,3,15,1,-7,16,-1,30
41970,ART,2105,2,Full Term ... `01-SEP to 20-DEC,Evening,COLOR & DESIGN I,Schottenfeld  Carol Ruth,MW      1700 1815 WESTBY 206 (Class)`MW      1830 1945 WESTBY 206 (Class)`W       1700 1900 WESTBY 206 (Exam),Main,,3,15,1,-3,14,1,30
41971,ART,2110,1,Full Term ... `01-SEP to 20-DEC,Day,FIGURE DRAWING,Ohanian  Nancy L.,MW      0800 0915 WESTBY 104 (Class)`MW      0930 1045 WESTBY 104 (Class)`W       0800 1000 WESTBY 104 (Exam),Main,,3,15,0,0,17,-2,30
41972,ART,2200,1,Full Term ... `01-SEP to 20-DEC,Day,EXPRESSIVE DRAWING,Appelson  Herbert,TR      1100 1215 WESTBY 213 (Class)`TR      1230 1345 WESTBY 213 (Class)`T       1015 1215 WESTBY 213 (Exam),Main,,3,15,0,0,15,0,30
43896,ART,2200,2,Full Term ... `01-SEP to 20-DEC,Day,EXPRESSIVE DRAWING,Levinthal  Aubrey C,TR      0800 0915 WESTBY 213 (Class)`TR      0930 1045 WESTBY 213 (Class)`R       0800 1000 WESTBY 213 (Exam),Main,,3,15,0,0,18,-3,30
41973,ART,2220,1,Full Term ... `01-SEP to 20-DEC,Day,INTRODUCTION TO PAINTING,Graham  Timmy,TR      1400 1515 WESTBY 104 (Class)`TR      1530 1645 WESTBY 104 (Class)`R       1445 1645 WESTBY 104 (Exam),Main,,3,15,0,0,15,0,30
41974,ART,2220,2,Full Term ... `01-SEP to 20-DEC,Evening,INTRODUCTION TO PAINTING For Non-Art Majors Only`,Clements  Caitlin J,MW      1700 1815 WESTBY 104 (Class)`MW      1830 1945 WESTBY 104 (Class)`W       1700 1900 WESTBY 104 (Exam),Main,,3,15,0,0,15,0,30
41975,ART,2220,3,Full Term ... `01-SEP to 20-DEC,Day,INTRODUCTION TO PAINTING For Non-Art Majors Only`,Levinthal  Aubrey C,TR      1100 1215 WESTBY 104 (Class)`TR      1230 1345 WESTBY 104 (Class)`T       1015 1215 WESTBY 104 (Exam),Main,,3,15,0,0,15,0,30
44781,ART,2220,4,Full Term ... `01-SEP to 20-DEC,Day,INTRODUCTION TO PAINTING For Non-Art Majors Only`,Vanovskaya  Ekaterina A,MW      1400 1515 WESTBY 104 (Class)`MW      1530 1645 WESTBY 104 (Class)`W       1445 1645 WESTBY 104 (Exam),Main,,3,15,0,0,14,1,30
41928,ART,2222,1,Full Term ... `01-SEP to 20-DEC,Day,CORE PORTFOLIO REVIEW,Vaccaro  David E.,   ,Main,,0,50,0,0,24,26,
41976,ART,2240,1,Full Term ... `01-SEP to 20-DEC,Day,INTRODUCTION TO SCULPTURE/3-D,Kaylor  Scot,MW      1100 1215 WESTBY 109 (Class)`MW      1230 1345 WESTBY 109 (Class)`M       1015 1215 WESTBY 109 (Exam),Main,,3,15,0,0,15,0,30
41977,ART,2240,2,Full Term ... `01-SEP to 20-DEC,Day,INTRODUCTION TO SCULPTURE/3-D For Non-Art Majors Only`,Park  Keunho P,MW      1400 1515 WESTBY 109 (Class)`MW      1530 1645 WESTBY 109 (Class)`W       1445 1645 WESTBY 109 (Exam),Main,,3,15,1,-1,14,1,30
41978,ART,2260,1,Full Term ... `01-SEP to 20-DEC,Day,INTRODUCTION TO PRINTMAKING For Art Majors Only`,Appelson  Herbert,TR      1400 1515 WESTBY 205 (Class)`TR      1530 1645 WESTBY 205 (Class)`R       1445 1645 WESTBY 205 (Exam),Main,,3,15,0,0,17,-2,30
41933,ART,2300,1,Full Term ... `01-SEP to 20-DEC,Evening,WKSP IN ART: DIGITAL PHOTO,Pollard  Kate L,T       1700 1815 CAMDEN 509 (Class)`T       1830 1945 CAMDEN 509 (Class)`T       2100 2300 CAMDEN 509 (Exam),Camden,,3,15,0,0,11,4,30
41934,ART,2300,2,Full Term ... `01-SEP to 20-DEC,Evening,WKSP IN ART: DIGITAL PHOTO,Pollard  Kate L,T       1900 2100 CAMDEN 509 (Exam)`T       2000 2115 CAMDEN 509 (Class)`T       2130 2245 CAMDEN 509 (Class),Camden,,3,15,0,0,9,6,30
41979,ART,2300,3,Full Term ... `01-SEP to 20-DEC,Day,WKSP IN ART: PUPPETRY,Ahearn  Patrick W,T       1400 1515 WESTBY 109 (Class)`T       1445 1645 WESTBY 109 (Exam)`T       1530 1645 WESTBY 109 (Class),Main,,3,18,0,0,18,0,30
41980,ART,2300,4,Full Term ... `01-SEP to 20-DEC,Evening,WKSP IN ART: PUPPETRY,Ahearn  Patrick W,T       1700 1815 WESTBY 109 (Class)`T       1700 1900 WESTBY 109 (Exam)`T       1830 1945 WESTBY 109 (Class),Main,,3,18,0,0,19,-1,30
41981,ART,2301,1,Full Term ... `01-SEP to 20-DEC,Day,INTERMEDIATE SCULPTURE,Kaylor  Scot,MW      0800 0915 WESTBY 109 (Class)`MW      0930 1045 WESTBY 109 (Class)`W       0800 1000 WESTBY 109 (Exam),Main,,3,11,0,0,12,-1,30
41983,ART,2315,1,Full Term ... `01-SEP to 20-DEC,Day,INTERMEDIATE PAINTING,Castiglioni  Rosemary,TR      0800 0915 WESTBY 104 (Class)`TR      0930 1045 WESTBY 104 (Class)`R       0800 1000 WESTBY 104 (Exam),Main,,3,11,0,0,12,-1,30
41985,ART,2317,1,Full Term ... `01-SEP to 20-DEC,Evening,INTERMEDIATE PRINTMAKING,Vaccaro  David E.,TR      1700 1815 WESTBY 205 (Class)`TR      1830 1945 WESTBY 205 (Class)`R       1700 1900 WESTBY 205 (Exam),Main,,3,11,0,0,11,0,30
41987,ART,2327,1,Full Term ... `01-SEP to 20-DEC,Day,AQUARELLE,Graziano  Jane E.,TR      1100 1215 WESTBY 206 (Class)`TR      1230 1345 WESTBY 206 (Class)`T       1015 1215 WESTBY 206 (Exam),Main,,3,15,0,0,16,-1,30
45240,ART,2400,1,Full Term ... `01-SEP to 20-DEC,Day,INDEP STUDY-ART,Conradi  Janet,   ,Main,,2,0,0,0,1,-1,
45249,ART,2400,2,Full Term ... `01-SEP to 20-DEC,Day,INDEP STUDY-ART,Drumgoole  Jennifer K,   ,Main,,3,0,0,0,2,-2,
41982,ART,2401,1,Full Term ... `01-SEP to 20-DEC,Day,ADVANCED SCULPTURE,Kaylor  Scot,MW      0800 0915 WESTBY 109 (Class)`MW      0930 1045 WESTBY 109 (Class)`W       0800 1000 WESTBY 109 (Exam),Main,,3,4,0,0,1,3,30
41984,ART,2414,1,Full Term ... `01-SEP to 20-DEC,Day,ADVANCED PAINTING,Castiglioni  Rosemary,TR      0800 0915 WESTBY 104 (Class)`TR      0930 1045 WESTBY 104 (Class)`R       0800 1000 WESTBY 104 (Exam),Main,,3,4,0,0,2,2,30
41986,ART,2430,1,Full Term ... `01-SEP to 20-DEC,Day,ADVANCED PRINTMAKING,Vaccaro  David E.,TR      1700 1815 WESTBY 205 (Class)`TR      1830 1945 WESTBY 205 (Class),Main,,3,4,0,0,0,4,30
41989,ART,9201,1,Full Term ... `01-SEP to 20-DEC,Weekend,COMM ART ED FOR ELEM - MID GRD,Neglia  Eugene W,S       0800 0915 WESTBY 206 (Class)`S       0800 1000 WESTBY 206 (Exam)`S       0930 1045 WESTBY 206 (Class)`S       1100 1215 WESTBY 206 (Class),Main,,3,15,0,0,14,1,30
41993,ART,9210,1,Full Term ... `01-SEP to 20-DEC,Day,INTRODUCTION TO METALS/JEWELRY,Quinn  Nash,TR      1100 1215 WESTBY 102 (Class)`TR      1230 1345 WESTBY 102 (Class)`T       1015 1215 WESTBY 102 (Exam),Main,,3,15,0,0,14,1,30
41990,ART,9210,2,Full Term ... `01-SEP to 20-DEC,Evening,INTRODUCTION TO METALS/JEWELRY For Non-Art Majors Only`,Weston  Mallory A,TR      1700 1815 WESTBY 102 (Class)`TR      1830 1945 WESTBY 102 (Class)`R       1700 1900 WESTBY 102 (Exam),Main,,3,15,0,0,15,0,30
41991,ART,9210,3,Full Term ... `01-SEP to 20-DEC,Day,INTRODUCTION TO METALS/JEWELRY For Non-Art Majors Only`,McDonah  Tedd R,MW      1400 1515 WESTBY 102 (Class)`MW      1530 1645 WESTBY 102 (Class)`W       1445 1645 WESTBY 102 (Exam),Main,,3,15,0,0,15,0,30
41994,ART,9228,1,Full Term ... `01-SEP to 20-DEC,Day,INTRODUCTION TO ILLUSTRATION,Ohanian  Nancy L.,MW      1100 1215 WESTBY 218 (Class)`MW      1230 1345 WESTBY 218 (Class)`M       1015 1215 WESTBY 218 (Exam),Main,,3,15,0,0,16,-1,30
41995,ART,9240,1,Full Term ... `01-SEP to 20-DEC,Day,INTRODUCTION TO CERAMICS,Thomas  Skeffington N.,MW      1100 1215 WESTBY 100 (Class)`MW      1230 1345 WESTBY 100 (Class)`M       1015 1215 WESTBY 100 (Exam),Main,,3,15,0,0,16,-1,30
41996,ART,9240,2,Full Term ... `01-SEP to 20-DEC,Day,INTRODUCTION TO CERAMICS,Thomas  Skeffington N.,TR      1100 1215 WESTBY 100 (Class)`TR      1230 1345 WESTBY 100 (Class)`T       1015 1215 WESTBY 100 (Exam),Main,,3,15,0,0,15,0,30
41997,ART,9252,1,Full Term ... `01-SEP to 20-DEC,Evening,INTRO NAT SCI&ZOOLOGICAL ILL,STAFF,,Main,,3,0,0,0,0,0,
41998,ART,9253,1,Full Term ... `01-SEP to 20-DEC,Day,BIOMED ART:INTRO DIGITAL 3D MO,Almon  Amanda S,MW      0800 0915 WESTBY 216 (Class)`MW      0930 1045 WESTBY 216 (Class)`W       0800 1000 WESTBY 216 (Exam),Main,,3,15,0,0,9,6,36
41999,ART,9301,1,Full Term ... `01-SEP to 20-DEC,Evening,DIGITAL MEDIA AND TECHNIQUES,Zarfsaz  Mina,TR      1700 1815 WESTBY 218 (Class)`TR      1830 1945 WESTBY 218 (Class)`R       1700 1900 WESTBY 218 (Exam),Main,,3,15,0,0,13,2,30
44773,ART,9301,2,Full Term ... `01-SEP to 20-DEC,Evening,DIGITAL MEDIA AND TECHNIQUES,Whyte  Robert Thomas,MW      1830 1945 WESTBY 216 (Class)`MW      2000 2115 WESTBY 216 (Class)`W       1900 2100 WESTBY 216 (Exam),Main,,3,15,1,-3,15,0,36
42000,ART,9308,1,Full Term ... `01-SEP to 20-DEC,Evening,COLOR THEORY,Mitchell  John J.,TR      1700 1815 WESTBY 104 (Class)`TR      1830 1945 WESTBY 104 (Class)`R       1700 1900 WESTBY 104 (Exam),Main,,3,14,0,0,15,-1,30
42001,ART,9311,1,Full Term ... `01-SEP to 20-DEC,Day,INTERMEDIATE METALS/JEWELRY,Gower  Jill Kathleen,TR      1400 1515 WESTBY 102 (Class)`TR      1530 1645 WESTBY 102 (Class)`R       1445 1645 WESTBY 102 (Exam),Main,,3,11,0,0,5,6,30
42003,ART,9336,1,Full Term ... `01-SEP to 20-DEC,Day,INTERMEDIATE ILLUSTRATION,Ohanian  Nancy L.,TR      0800 0915 WESTBY 219 (Class)`TR      0930 1045 WESTBY 219 (Class)`R       0800 1000 WESTBY 219 (Exam),Main,,3,11,0,0,11,0,30
42007,ART,9343,1,Full Term ... `01-SEP to 20-DEC,Day,INTRO TO GRAPHIC DESIGN I,Bowman  Susan,MW      0800 0915 WESTBY 219 (Class)`MW      0930 1045 WESTBY 219 (Class)`W       0800 1000 WESTBY 219 (Exam),Main,,3,15,0,0,9,6,30
42008,ART,9344,1,Full Term ... `01-SEP to 20-DEC,Day,INTERMED GRAPHIC DES II:TYP,Conradi  Janet,TR      1100 1215 WESTBY 219 (Class)`TR      1230 1345 WESTBY 219 (Class)`T       1015 1215 WESTBY 219 (Exam),Main,,3,15,0,0,15,0,30
42009,ART,9349,1,Full Term ... `01-SEP to 20-DEC,Evening,INTERMED GRAPHIC DES III:VIS,Penn  Ryan,MW      1700 1815 WESTBY 219 (Class)`MW      1830 1945 WESTBY 219 (Class)`W       1700 1900 WESTBY 219 (Exam),Main,,3,15,0,0,12,3,30
42010,ART,9350,1,Full Term ... `01-SEP to 20-DEC,Day,INTERMED GRAPHIC DESIGN IV,DeCusatis  Steven J,F       0800 0915 WESTBY 219 (Class)`F       0800 1000 WESTBY 219 (Exam)`F       0930 1045 WESTBY 219 (Class)`F       1100 1215 WESTBY 219 (Class)`F       1230 1345 WESTBY 219 (Class),Main,,3,15,0,0,14,1,30
41988,ART,9351,1,Full Term ... `01-SEP to 20-DEC,Day,INTRO COMPUTER ART,Zarfsaz  Mina,TR      1100 1215 WESTBY 218 (Class)`TR      1230 1345 WESTBY 218 (Class)`T       1015 1215 WESTBY 218 (Exam),Main,,3,15,0,0,14,1,30
42005,ART,9352,1,Full Term ... `01-SEP to 20-DEC,Evening,INTERMEDIATE CERAMICS,Thomas  Skeffington N.,TR      1700 1815 WESTBY 100 (Class)`TR      1830 1945 WESTBY 100 (Class)`R       1700 1900 WESTBY 100 (Exam),Main,,3,11,0,0,10,1,30
42011,ART,9358,1,Full Term ... `01-SEP to 20-DEC,Day,WEB DSGN:DESGN FOR WRLD WD WB,Whyte  Robert Thomas,TR      1400 1515 WESTBY 219 (Class)`TR      1530 1645 WESTBY 219 (Class)`R       1445 1645 WESTBY 219 (Exam),Main,,3,15,0,0,12,3,30
42012,ART,9363,1,Full Term ... `01-SEP to 20-DEC,Day,ADV GRAPHIC DESIGN V:PUB DSGN,Bowman  Susan,MW      1100 1215 WESTBY 219 (Class)`MW      1230 1345 WESTBY 219 (Class)`M       1015 1215 WESTBY 219 (Exam),Main,,3,15,0,0,18,-3,30
43210,ART,9373,1,Full Term ... `01-SEP to 20-DEC,Day,ADV PROBLEMS IN BIOMEDICAL ART,Almon  Amanda S,MW      1100 1215 WESTBY 216 (Class)`MW      1230 1345 WESTBY 216 (Class)`F       1015 1215 WESTBY 216 (Exam),Main,,3,15,0,0,10,5,36
42013,ART,9377,1,Full Term ... `01-SEP to 20-DEC,Evening,GRAPHIC DESIGN & TYPOGRA ESSEN,STAFF,,Main,,3,0,0,0,0,0,
41929,ART,9390,1,Full Term ... `01-SEP to 20-DEC,Day,STUDIO WORK IN PROG REVIEW,Vaccaro  David E.,   ,Main,,0,50,0,0,14,36,
41930,ART,9401,1,Full Term ... `01-SEP to 20-DEC,Day,SENIOR PROJECT ART,Ohanian  Nancy L.,   ,Main,,0,50,0,0,10,40,
42002,ART,9411,1,Full Term ... `01-SEP to 20-DEC,Day,ADVANCED METALS/JEWELRY,Gower  Jill Kathleen,TR      1400 1515 WESTBY 102 (Class)`TR      1530 1645 WESTBY 102 (Class)`R       1445 1645 WESTBY 102 (Exam),Main,,3,4,0,0,2,2,30
42004,ART,9419,1,Full Term ... `01-SEP to 20-DEC,Day,ADVANCED ILLUSTRATION,Ohanian  Nancy L.,TR      0800 0915 WESTBY 219 (Class)`TR      0930 1045 WESTBY 219 (Class)`R       0800 1000 WESTBY 219 (Exam),Main,,3,4,0,0,9,-5,30
42006,ART,9450,1,Full Term ... `01-SEP to 20-DEC,Evening,ADVANCED CERAMICS,Thomas  Skeffington N.,TR      1700 1815 WESTBY 100 (Class)`TR      1830 1945 WESTBY 100 (Class)`R       1700 1900 WESTBY 100 (Exam),Main,,3,4,0,0,3,1,30
42021,ART,9454,1,Full Term ... `01-SEP to 20-DEC,Day,SURG ILLUSTRATION AND MEDIA,Rogers  Paul A,TR      0800 0915 WESTBY 216 (Class)`TR      0930 1045 WESTBY 216 (Class)`R       0800 1000 WESTBY 216 (Exam),Main,,3,15,0,0,5,10,36
41931,ART,9463,1,Full Term ... `01-SEP to 20-DEC,Day,ADV GRAPHIC DESIGN VII:INTERN,Bowman  Susan,   ,Main,,3,15,0,0,3,12,
41932,ART,9490,1,Full Term ... `01-SEP to 20-DEC,Day,BFA SENIOR THESIS EX,Ohanian  Nancy L.,   ,Main,,0,50,0,0,4,46,
42014,ART,11250,1,Full Term ... `01-SEP to 20-DEC,Day,PHOTOGRAPHY I,Williams  Gerald S,MW      1100 1215 WESTBY 201 (Class)`MW      1230 1345 WESTBY 201 (Class)`M       1015 1215 WESTBY 201 (Exam),Main,,3,15,0,0,12,3,31
42015,ART,11375,1,Full Term ... `01-SEP to 20-DEC,Evening,NON-SILVER IMAGERY,STAFF,,Main,,3,0,0,0,0,0,
42016,ART,11380,1,Full Term ... `01-SEP to 20-DEC,Evening,DIGITAL PHOTOGRAPHY,Drumgoole  Jennifer K,MW      1400 1515 WESTBY 218 (Class)`MW      1530 1645 WESTBY 218 (Class)`W       1445 1645 WESTBY 218 (Exam),Main,,3,15,0,0,13,2,30
42017,ART,39330,1,Full Term ... `01-SEP to 20-DEC,Day,GENERAL PHOTOGRAPHY Digital Camera Required`,States  Chad E,T       1400 1515 WESTBY 218 (Class)`T       1445 1645 WESTBY 218 (Exam)`T       1530 1645 WESTBY 218 (Class),Main,,3,15,0,0,15,0,30
44038,ART,39330,2,Full Term ... `01-SEP to 20-DEC,Evening,GENERAL PHOTOGRAPHY Digital Camera Required`,Drumgoole  Jennifer K,M       1700 1815 WESTBY 218 (Class)`M       1700 1900 WESTBY 218 (Exam)`M       1830 1945 WESTBY 218 (Class),Main,,3,15,0,0,15,0,30
41221,ASTR,11120,1,Full Term ... `01-SEP to 20-DEC,Online,INTRO TO ASTRONOMY ONLINE.  AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Watson  Andrew W,   ,Online,,4,26,0,0,24,2,
41222,ASTR,11120,2,Full Term ... `01-SEP to 20-DEC,Day,INTRO TO ASTRONOMY,Simmerman  Steven J,TR      1530 1645 SCIENC 149 (Lecture)`T       1445 1645 SCIENC 149 (Exam)`W       1830 1945 SCIENC 149 (Lab)`W       2000 2115 SCIENC 149 (Lab),Main,,4,26,0,0,26,0,26
41224,ASTR,11120,3,Full Term ... `01-SEP to 20-DEC,Day,INTRO TO ASTRONOMY,Long  Jennifer L,MW      1400 1515 SCIENC 149 (Class)`W       1445 1645 SCIENC 149 (Exam)`R       1830 1945 SCIENC 149 (Class)`R       2000 2115 SCIENC 149 (Class),Main,,4,26,0,0,26,0,26
41226,ASTR,11120,4,Full Term ... `01-SEP to 20-DEC,Day,INTRO TO ASTRONOMY,Schaaf  Frederick C,MW      1530 1645 SCIENC 149 (Class)`MW      1700 1815 SCIENC 149 (Class)`M       1445 1645 SCIENC 149 (Exam),Main,,4,26,0,0,26,0,26
