Subj,Crse,Sect,(Type) 0,Day 0,Times 0, Building and Room 0,(Type) 1,Day 1,Times 1, Building and Room 1,(Type) 2,Day 2,Times 2, Building and Room 2,(Type) 3,Day 3,Times 3, Building and Room 3,(Type) 4,Day 4,Times 4, Building and Room 4,(Type) 5,Day 5,Times 5, Building and Room 5,(Type) 6,Day 6,Times 6, Building and Room 6,(Type) 7,Day 7,Times 7, Building and Room 7,(Type) 8,Day 8,Times 8, Building and Room 8,(Type) 9,Day 9,Times 9, Building and Room 9,(Type) 10,Day 10,Times 10, Building and Room 10,Session,CRN,Title,Prof,Campus,Hrs
ANTH,02221,  3,(Class),M,1100 to 1215,SAVITZ 217,(Class),W,1100 to 1215,SAVITZ 217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,43249,HUMAN VARIATION,Nickolai Carol A,Main,3
ANTH,02221,  4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,43364,HUMAN VARIATION ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Hill Jane A,Online,3
ANTH,02221,  5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,40018,HUMAN VARIATION ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Hill Jane A,Online,3
ANTH,02290,  1,(Class),T,1230 to 1345,ROBSON 205,(Class),R,1230 to 1345,ROBSON 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,43251,MUSEUM STUDIES,Hill Jane A,Main,3
ANTH,02301,  1,(Class),F,0930 to 1045,ROBSON 205,(Class),F,1100 to 1215,ROBSON 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,43252,HUMAN EVOLUTION,Rosado Maria,Main,3
ANTH,02310,  1,(Class),M,1100 to 1215,ROBSON 205,(Class),W,1100 to 1215,ROBSON 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,43253,INDIANS NORTH AMERICA,Schultz Jared Stephen,Main,3
ANTH,02323,  1,(Class),M,1700 to 1815,ROBSON 205,(Class),W,1700 to 1815,ROBSON 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,43254,ANTHRO-MAGIC & RELIGION,Cushman Robert Dustin,Main,3
ANTH,02323,  2,(Class),T,0930 to 1045,ROBSON 205,(Class),R,0930 to 1045,ROBSON 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,43255,ANTHRO-MAGIC & RELIGION,Cushman Robert Dustin,Main,3
ANTH,02420,  1,(Class),T,1100 to 1215,ROBSON 205,(Class),R,1100 to 1215,ROBSON 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,43256,CULTURE AND PERSONALITY,Schug Seran E,Main,3
ANTH,02492,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,43257,SEM IN ANTH:ARTS & MEDICINE,STAFF,Main,3
ARAB,12101,  1,(Class),M,1830 to 1945,LBRARY 578,(Class),W,1830 to 1945,LBRARY 578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42050,ELEMENTARY ARABIC I,STAFF,Main,3
ARAB,12201,  1,(Class),M,1830 to 1945,JAMES 2099,(Class),W,1830 to 1945,JAMES 2099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42051,INTERMEDIATE ARABIC I Prerequisite waiver available.  Please contact ForeignLang@rowan.edu`,STAFF,Main,3
ARHS,03103,  1,(Class),F,1100 to 1215,WESTBY 111,(Class),F,1230 to 1345,WESTBY 111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41943,ART HIST SURVEY I Off-campus Trip`,Lantzas Catherine A,Main,3
ARHS,03104,  1,(Class),M,0930 to 1045,WESTBY 111,(Class),W,0930 to 1045,WESTBY 111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41945,ART HIST SURVEY II Off-campus Trip`,Adelson Fred,Main,3
ARHS,03130,  1,(Class),M,1230 to 1345,WESTBY 111,(Class),W,1230 to 1345,WESTBY 111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41963,ART APPRECIATION Off-campus Trip`,Sablove Henrietta F,Main,3
ARHS,03130,  2,(Class),M,1530 to 1645,WESTBY 111,(Class),W,1530 to 1645,WESTBY 111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41964,ART APPRECIATION Off-campus Trip`,Sablove Henrietta F,Main,3
ARHS,03130,  3,(Class),T,1530 to 1645,WESTBY 111,(Class),R,1530 to 1645,WESTBY 111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41965,ART APPRECIATION Off-campus Trip`,Mitchell John J.,Main,3
ARHS,03130,  4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,41927,ART APPRECIATION ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Cocco Caitlin S,Online,3
ARHS,03130,  5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,43892,ART APPRECIATION ONLINE.  AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Cocco Caitlin S,Online,3
ARHS,03130,  6,(Class),T,1230 to 1345,WESTBY 111,(Class),R,1230 to 1345,WESTBY 111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,43893,ART APPRECIATIONOff-campus Trip`,Lantzas Catherine A,Main,3
ARHS,03205,  1,(Class),T,1400 to 1515,WESTBY 111,(Class),R,1400 to 1515,WESTBY 111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41947,ART HIST SURVEY III Off-campus Trip`,Hottle Andrew D,Main,3
ARHS,03220,  1,(Class),T,1100 to 1215,WESTBY 111,(Class),R,1100 to 1215,WESTBY 111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41949,MODERN ART Off-campus Trip`,Hottle Andrew D,Main,3
ARHS,03231,  1,(Class),T,1700 to 1815,WESTBY 111,(Class),R,1700 to 1815,WESTBY 111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41951,SURVEY OF ASIAN ART Off-campus Trip`,Hottle Andrew D,Main,3
ARHS,03252,  1,(Class),M,1400 to 1515,WESTBY 111,(Class),W,1400 to 1515,WESTBY 111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41958,CONCEPTS ART CRITIC-WI Off-campus trip`,Adelson Fred,Main,3
ARHS,03310,  1,(Class),M,1100 to 1215,WESTBY 111,(Class),W,1100 to 1215,WESTBY 111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41959,HISTORY OF AMERICAN ART Off-campus Trip`,Adelson Fred,Main,3
ARHS,03350,  1,(Class),T,0930 to 1045,WESTBY 111,(Class),R,0930 to 1045,WESTBY 111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41960,HISTORY OF GRAPHIC DESIGN,Conradi Janet,Main,3
ART,02100,  1,(Class),M,0800 to 0915,WESTBY 213,(Class),W,0800 to 0915,WESTBY 213,(Class),M,0930 to 1045,WESTBY 213,(Class),W,0930 to 1045,WESTBY 213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41961,DRAWING I-RS,Appelson Herbert,Main,3
ART,02100,  2,(Class),M,1100 to 1215,WESTBY 213,(Class),W,1100 to 1215,WESTBY 213,(Class),M,1230 to 1345,WESTBY 213,(Class),W,1230 to 1345,WESTBY 213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41962,DRAWING I-RS,Appelson Herbert,Main,3
ART,02100,  3,(Class),M,1830 to 1945,WESTBY 213,(Class),W,1830 to 1945,WESTBY 213,(Class),M,2000 to 2115,WESTBY 213,(Class),W,2000 to 2115,WESTBY 213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41967,DRAWING I For Non-Art Majors Only`,Vanovskaya Ekaterina A,Main,3
ART,02100,  4,(Class),T,1400 to 1515,WESTBY 213,(Class),R,1400 to 1515,WESTBY 213,(Class),T,1530 to 1645,WESTBY 213,(Class),R,1530 to 1645,WESTBY 213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41968,DRAWING I For Non-Art Majors Only`,Sophy Nancy M,Main,3
ART,02105,  1,(Class),T,0800 to 0915,WESTBY 206,(Class),R,0800 to 0915,WESTBY 206,(Class),T,0930 to 1045,WESTBY 206,(Class),R,0930 to 1045,WESTBY 206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41969,COLOR & DESIGN I,Tishler Joseph,Main,3
ART,02105,  2,(Class),M,1700 to 1815,WESTBY 206,(Class),W,1700 to 1815,WESTBY 206,(Class),M,1830 to 1945,WESTBY 206,(Class),W,1830 to 1945,WESTBY 206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41970,COLOR & DESIGN I,Schottenfeld Carol Ruth,Main,3
ART,02110,  1,(Class),M,0800 to 0915,WESTBY 104,(Class),W,0800 to 0915,WESTBY 104,(Class),M,0930 to 1045,WESTBY 104,(Class),W,0930 to 1045,WESTBY 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41971,FIGURE DRAWING,Ohanian Nancy L.,Main,3
ART,02200,  1,(Class),T,1100 to 1215,WESTBY 213,(Class),R,1100 to 1215,WESTBY 213,(Class),T,1230 to 1345,WESTBY 213,(Class),R,1230 to 1345,WESTBY 213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41972,EXPRESSIVE DRAWING,Appelson Herbert,Main,3
ART,02200,  2,(Class),T,0800 to 0915,WESTBY 213,(Class),R,0800 to 0915,WESTBY 213,(Class),T,0930 to 1045,WESTBY 213,(Class),R,0930 to 1045,WESTBY 213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,43896,EXPRESSIVE DRAWING,Levinthal Aubrey C,Main,3
ART,02220,  1,(Class),T,1400 to 1515,WESTBY 104,(Class),R,1400 to 1515,WESTBY 104,(Class),T,1530 to 1645,WESTBY 104,(Class),R,1530 to 1645,WESTBY 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41973,INTRODUCTION TO PAINTING,Graham Timmy,Main,3
ART,02220,  2,(Class),M,1700 to 1815,WESTBY 104,(Class),W,1700 to 1815,WESTBY 104,(Class),M,1830 to 1945,WESTBY 104,(Class),W,1830 to 1945,WESTBY 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41974,INTRODUCTION TO PAINTING For Non-Art Majors Only`,Clements Caitlin J,Main,3
ART,02220,  3,(Class),T,1100 to 1215,WESTBY 104,(Class),R,1100 to 1215,WESTBY 104,(Class),T,1230 to 1345,WESTBY 104,(Class),R,1230 to 1345,WESTBY 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41975,INTRODUCTION TO PAINTING For Non-Art Majors Only`,Levinthal Aubrey C,Main,3
ART,02220,  4,(Class),M,1400 to 1515,WESTBY 104,(Class),W,1400 to 1515,WESTBY 104,(Class),M,1530 to 1645,WESTBY 104,(Class),W,1530 to 1645,WESTBY 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44781,INTRODUCTION TO PAINTING For Non-Art Majors Only`,Vanovskaya Ekaterina A,Main,3
ART,02222,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41928,CORE PORTFOLIO REVIEW,Vaccaro David E.,Main,0
ART,02240,  1,(Class),M,1100 to 1215,WESTBY 109,(Class),W,1100 to 1215,WESTBY 109,(Class),M,1230 to 1345,WESTBY 109,(Class),W,1230 to 1345,WESTBY 109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41976,INTRODUCTION TO SCULPTURE/3-D,Kaylor Scot,Main,3
ART,02240,  2,(Class),M,1400 to 1515,WESTBY 109,(Class),W,1400 to 1515,WESTBY 109,(Class),M,1530 to 1645,WESTBY 109,(Class),W,1530 to 1645,WESTBY 109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41977,INTRODUCTION TO SCULPTURE/3-D For Non-Art Majors Only`,Park Keunho P,Main,3
ART,02260,  1,(Class),T,1400 to 1515,WESTBY 205,(Class),R,1400 to 1515,WESTBY 205,(Class),T,1530 to 1645,WESTBY 205,(Class),R,1530 to 1645,WESTBY 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41978,INTRODUCTION TO PRINTMAKING For Art Majors Only`,Appelson Herbert,Main,3
ART,02300,  1,(Class),T,1700 to 1815,CAMDEN 509,(Class),T,1830 to 1945,CAMDEN 509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41933,WKSP IN ART: DIGITAL PHOTO,Pollard Kate L,Camden,3
ART,02300,  2,(Class),T,2000 to 2115,CAMDEN 509,(Class),T,2130 to 2245,CAMDEN 509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41934,WKSP IN ART: DIGITAL PHOTO,Pollard Kate L,Camden,3
ART,02300,  3,(Class),T,1400 to 1515,WESTBY 109,(Class),T,1530 to 1645,WESTBY 109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41979,WKSP IN ART: PUPPETRY,Ahearn Patrick W,Main,3
ART,02300,  4,(Class),T,1700 to 1815,WESTBY 109,(Class),T,1830 to 1945,WESTBY 109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41980,WKSP IN ART: PUPPETRY,Ahearn Patrick W,Main,3
ART,02301,  1,(Class),M,0800 to 0915,WESTBY 109,(Class),W,0800 to 0915,WESTBY 109,(Class),M,0930 to 1045,WESTBY 109,(Class),W,0930 to 1045,WESTBY 109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41981,INTERMEDIATE SCULPTURE,Kaylor Scot,Main,3
ART,02315,  1,(Class),T,0800 to 0915,WESTBY 104,(Class),R,0800 to 0915,WESTBY 104,(Class),T,0930 to 1045,WESTBY 104,(Class),R,0930 to 1045,WESTBY 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41983,INTERMEDIATE PAINTING,Castiglioni Rosemary,Main,3
ART,02317,  1,(Class),T,1700 to 1815,WESTBY 205,(Class),R,1700 to 1815,WESTBY 205,(Class),T,1830 to 1945,WESTBY 205,(Class),R,1830 to 1945,WESTBY 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41985,INTERMEDIATE PRINTMAKING,Vaccaro David E.,Main,3
ART,02327,  1,(Class),T,1100 to 1215,WESTBY 206,(Class),R,1100 to 1215,WESTBY 206,(Class),T,1230 to 1345,WESTBY 206,(Class),R,1230 to 1345,WESTBY 206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41987,AQUARELLE,Graziano Jane E.,Main,3
ART,02401,  1,(Class),M,0800 to 0915,WESTBY 109,(Class),W,0800 to 0915,WESTBY 109,(Class),M,0930 to 1045,WESTBY 109,(Class),W,0930 to 1045,WESTBY 109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41982,ADVANCED SCULPTURE,Kaylor Scot,Main,3
ART,02414,  1,(Class),T,0800 to 0915,WESTBY 104,(Class),R,0800 to 0915,WESTBY 104,(Class),T,0930 to 1045,WESTBY 104,(Class),R,0930 to 1045,WESTBY 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41984,ADVANCED PAINTING,Castiglioni Rosemary,Main,3
ART,02430,  1,(Class),T,1700 to 1815,WESTBY 205,(Class),R,1700 to 1815,WESTBY 205,(Class),T,1830 to 1945,WESTBY 205,(Class),R,1830 to 1945,WESTBY 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41986,ADVANCED PRINTMAKING,Vaccaro David E.,Main,3
ART,09201,  1,(Class),S,0800 to 0915,WESTBY 206,(Class),S,0930 to 1045,WESTBY 206,(Class),S,1100 to 1215,WESTBY 206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weekend,41989,COMM ART ED FOR ELEM - MID GRD,Wang Tingting,Main,3
ART,09210,  1,(Class),T,1100 to 1215,WESTBY 102,(Class),R,1100 to 1215,WESTBY 102,(Class),T,1230 to 1345,WESTBY 102,(Class),R,1230 to 1345,WESTBY 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41993,INTRODUCTION TO METALS/JEWELRY,Gower Jill Kathleen,Main,3
ART,09210,  2,(Class),T,1700 to 1815,WESTBY 102,(Class),R,1700 to 1815,WESTBY 102,(Class),T,1830 to 1945,WESTBY 102,(Class),R,1830 to 1945,WESTBY 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41990,INTRODUCTION TO METALS/JEWELRY For Non-Art Majors Only`,Weston Mallory A,Main,3
ART,09210,  3,(Class),M,1400 to 1515,WESTBY 102,(Class),W,1400 to 1515,WESTBY 102,(Class),M,1530 to 1645,WESTBY 102,(Class),W,1530 to 1645,WESTBY 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41991,INTRODUCTION TO METALS/JEWELRY For Non-Art Majors Only`,McDonah Tedd R,Main,3
ART,09228,  1,(Class),M,1100 to 1215,WESTBY 218,(Class),W,1100 to 1215,WESTBY 218,(Class),M,1230 to 1345,WESTBY 218,(Class),W,1230 to 1345,WESTBY 218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41994,INTRODUCTION TO ILLUSTRATION,Ohanian Nancy L.,Main,3
ART,09240,  1,(Class),M,1100 to 1215,WESTBY 100,(Class),W,1100 to 1215,WESTBY 100,(Class),M,1230 to 1345,WESTBY 100,(Class),W,1230 to 1345,WESTBY 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41995,INTRODUCTION TO CERAMICS,Thomas Skeffington N.,Main,3
ART,09240,  2,(Class),T,1100 to 1215,WESTBY 100,(Class),R,1100 to 1215,WESTBY 100,(Class),T,1230 to 1345,WESTBY 100,(Class),R,1230 to 1345,WESTBY 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41996,INTRODUCTION TO CERAMICS,Thomas Skeffington N.,Main,3
ART,09252,  1,(Class),T,1830 to 1945,WESTBY 216,(Class),R,1830 to 1945,WESTBY 216,(Class),T,2000 to 2115,WESTBY 216,(Class),R,2000 to 2115,WESTBY 216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41997,INTRO NAT SCI&ZOOLOGICAL ILL,STAFF,Main,3
ART,09253,  1,(Class),M,0800 to 0915,WESTBY 216,(Class),W,0800 to 0915,WESTBY 216,(Class),M,0930 to 1045,WESTBY 216,(Class),W,0930 to 1045,WESTBY 216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41998,BIOMED ART:INTRO DIGITAL 3D MO,Almon Amanda S,Main,3
ART,09301,  1,(Class),T,1700 to 1815,WESTBY 218,(Class),R,1700 to 1815,WESTBY 218,(Class),T,1830 to 1945,WESTBY 218,(Class),R,1830 to 1945,WESTBY 218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41999,DIGITAL MEDIA AND TECHNIQUES,STAFF,Main,3
ART,09301,  2,(Class),M,1830 to 1945,WESTBY 216,(Class),W,1830 to 1945,WESTBY 216,(Class),M,2000 to 2115,WESTBY 216,(Class),W,2000 to 2115,WESTBY 216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,44773,DIGITAL MEDIA AND TECHNIQUES,Prestileo Nicholas C,Main,3
ART,09308,  1,(Class),T,1700 to 1815,WESTBY 104,(Class),R,1700 to 1815,WESTBY 104,(Class),T,1830 to 1945,WESTBY 104,(Class),R,1830 to 1945,WESTBY 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42000,COLOR THEORY,Mitchell John J.,Main,3
ART,09311,  1,(Class),T,1400 to 1515,WESTBY 102,(Class),R,1400 to 1515,WESTBY 102,(Class),T,1530 to 1645,WESTBY 102,(Class),R,1530 to 1645,WESTBY 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42001,INTERMEDIATE METALS/JEWELRY,Gower Jill Kathleen,Main,3
ART,09336,  1,(Class),T,0800 to 0915,WESTBY 219,(Class),R,0800 to 0915,WESTBY 219,(Class),T,0930 to 1045,WESTBY 219,(Class),R,0930 to 1045,WESTBY 219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42003,INTERMEDIATE ILLUSTRATION,Ohanian Nancy L.,Main,3
ART,09343,  1,(Class),M,0800 to 0915,WESTBY 219,(Class),W,0800 to 0915,WESTBY 219,(Class),M,0930 to 1045,WESTBY 219,(Class),W,0930 to 1045,WESTBY 219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42007,INTRO TO GRAPHIC DESIGN I,Whyte Robert Thomas,Main,3
ART,09344,  1,(Class),T,1100 to 1215,WESTBY 219,(Class),R,1100 to 1215,WESTBY 219,(Class),T,1230 to 1345,WESTBY 219,(Class),R,1230 to 1345,WESTBY 219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42008,INTERMED GRAPHIC DES II:TYP,Conradi Janet,Main,3
ART,09349,  1,(Class),M,1700 to 1815,WESTBY 219,(Class),W,1700 to 1815,WESTBY 219,(Class),M,1830 to 1945,WESTBY 219,(Class),W,1830 to 1945,WESTBY 219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42009,INTERMED GRAPHIC DES III:VIS,Conradi Janet,Main,3
ART,09350,  1,(Class),F,0800 to 0915,WESTBY 219,(Class),F,0930 to 1045,WESTBY 219,(Class),F,1100 to 1215,WESTBY 219,(Class),F,1230 to 1345,WESTBY 219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42010,INTERMED GRAPHIC DESIGN IV,DeCusatis Steven J,Main,3
ART,09351,  1,(Class),T,1100 to 1215,WESTBY 218,(Class),R,1100 to 1215,WESTBY 218,(Class),T,1230 to 1345,WESTBY 218,(Class),R,1230 to 1345,WESTBY 218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41988,INTRO COMPUTER ART,Wang Tingting,Main,3
ART,09352,  1,(Class),T,1700 to 1815,WESTBY 100,(Class),R,1700 to 1815,WESTBY 100,(Class),T,1830 to 1945,WESTBY 100,(Class),R,1830 to 1945,WESTBY 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42005,INTERMEDIATE CERAMICS,Thomas Skeffington N.,Main,3
ART,09358,  1,(Class),T,1400 to 1515,WESTBY 219,(Class),R,1400 to 1515,WESTBY 219,(Class),T,1530 to 1645,WESTBY 219,(Class),R,1530 to 1645,WESTBY 219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42011,WEB DSGN:DESGN FOR WRLD WD WB,Whyte Robert Thomas,Main,3
ART,09363,  1,(Class),M,1100 to 1215,WESTBY 219,(Class),W,1100 to 1215,WESTBY 219,(Class),M,1230 to 1345,WESTBY 219,(Class),W,1230 to 1345,WESTBY 219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42012,ADV GRAPHIC DESIGN V:PUB DSGN,Bowman Susan,Main,3
ART,09373,  1,(Class),M,1100 to 1215,WESTBY 216,(Class),W,1100 to 1215,WESTBY 216,(Class),M,1230 to 1345,WESTBY 216,(Class),W,1230 to 1345,WESTBY 216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,43210,ADV PROBLEMS IN BIOMEDICAL ART,Almon Amanda S,Main,3
ART,09377,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42013,GRAPHIC DESIGN & TYPOGRA ESSEN,STAFF,Main,3
ART,09390,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41929,STUDIO WORK IN PROG REVIEW,Vaccaro David E.,Main,0
ART,09401,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41930,SENIOR PROJECT ART,Adams Markam K,Main,0
ART,09411,  1,(Class),T,1400 to 1515,WESTBY 102,(Class),R,1400 to 1515,WESTBY 102,(Class),T,1530 to 1645,WESTBY 102,(Class),R,1530 to 1645,WESTBY 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42002,ADVANCED METALS/JEWELRY,Gower Jill Kathleen,Main,3
ART,09419,  1,(Class),T,0800 to 0915,WESTBY 219,(Class),R,0800 to 0915,WESTBY 219,(Class),T,0930 to 1045,WESTBY 219,(Class),R,0930 to 1045,WESTBY 219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42004,ADVANCED ILLUSTRATION,Ohanian Nancy L.,Main,3
ART,09450,  1,(Class),T,1700 to 1815,WESTBY 100,(Class),R,1700 to 1815,WESTBY 100,(Class),T,1830 to 1945,WESTBY 100,(Class),R,1830 to 1945,WESTBY 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42006,ADVANCED CERAMICS,Thomas Skeffington N.,Main,3
ART,09454,  1,(Class),T,0800 to 0915,WESTBY 216,(Class),R,0800 to 0915,WESTBY 216,(Class),T,0930 to 1045,WESTBY 216,(Class),R,0930 to 1045,WESTBY 216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42021,SURG ILLUSTRATION AND MEDIA,STAFF,Main,3
ART,09463,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41931,ADV GRAPHIC DESIGN VII:INTERN,Bowman Susan,Main,3
ART,09490,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41932,BFA SENIOR THESIS EX,Adams Markam K,Main,0
ART,11250,  1,(Class),M,1100 to 1215,WESTBY 201,(Class),W,1100 to 1215,WESTBY 201,(Class),M,1230 to 1345,WESTBY 201,(Class),W,1230 to 1345,WESTBY 201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42014,PHOTOGRAPHY I,Adams Markam K,Main,3
ART,11375,  1,(Class),M,1700 to 1815,WESTBY 201,(Class),W,1700 to 1815,WESTBY 201,(Class),M,1830 to 1945,WESTBY 201,(Class),W,1830 to 1945,WESTBY 201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42015,NON-SILVER IMAGERY,Adams Markam K,Main,3
ART,11380,  1,(Class),M,1400 to 1515,WESTBY 218,(Class),W,1400 to 1515,WESTBY 218,(Class),M,1530 to 1645,WESTBY 218,(Class),W,1530 to 1645,WESTBY 218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42016,DIGITAL PHOTOGRAPHY,Drumgoole Jennifer K,Main,3
ART,39330,  1,(Class),T,1400 to 1515,WESTBY 218,(Class),T,1530 to 1645,WESTBY 218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42017,GENERAL PHOTOGRAPHY Digital Camera Required`,States Chad E,Main,3
ART,39330,  2,(Class),M,1700 to 1815,WESTBY 218,(Class),M,1830 to 1945,WESTBY 218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,44038,GENERAL PHOTOGRAPHY Digital Camera Required`,Drumgoole Jennifer K,Main,3
ASTR,11120,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,41221,INTRO TO ASTRONOMY ONLINE.  AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Watson Andrew W,Online,4
