CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,ARRAY(0x30e5dc0),Room Cap
23103,ARAB,12101,  1,Full Term ... `17-JAN to 08-MAY,Evening,ELEMENTARY ARABIC I,Parvez  Amna S,TR      1830 1945 BUNCE 321 (Class),Main,,3,24,0,0,0,24,24
23104,ARAB,12102,  1,Full Term ... `17-JAN to 08-MAY,Evening,ELEMENTARY ARABIC II Prerequisite waiver available. Please contact ForeignLang@rowan.edu.`,Parvez  Amna S,TR      1700 1815 BUNCE 321 (Class),Main,,3,24,0,0,0,24,24
22022,ARHS,03103,  1,Full Term ... `17-JAN to 08-MAY,Day,ART HIST SURVEY I Off-campus Trip`,STAFF,F       0800 0915 WESTBY 111 (Class)`F       0930 1045 WESTBY 111 (Class),Main,,3,40,0,0,0,40,110
22013,ARHS,03104,  1,Full Term ... `17-JAN to 08-MAY,Day,ART HIST SURVEY II Off-campus Trip`,Adelson  Fred,MW      0930 1045 WESTBY 111 (Class),Main,,3,35,0,0,0,35,110
22019,ARHS,03130,  1,Full Term ... `17-JAN to 08-MAY,Day,ART APPRECIATION Off-campus Trip`,McDonah  Tedd R,MW      1530 1645 WESTBY 111 (Class),Main,,3,40,0,0,0,40,110
22020,ARHS,03130,  2,Full Term ... `17-JAN to 08-MAY,Day,ART APPRECIATION Off-campus Trip`,STAFF,TR      1400 1515 WESTBY 111 (Class),Main,,3,40,0,0,0,40,110
22021,ARHS,03130,  3,Full Term ... `17-JAN to 08-MAY,Day,ART APPRECIATION Off-campus Trip`,STAFF,TR      1530 1645 WESTBY 111 (Class),Main,,3,40,0,0,0,40,110
22009,ARHS,03130,  4,Full Term ... `17-JAN to 08-MAY,Day,ART APPRECIATION Off-campus Trip`,Sablove  Henrietta F,TR      1100 1215 RUCAB 512 (Class),Camden,,3,18,0,0,0,18,18
22016,ARHS,03205,  1,Full Term ... `17-JAN to 08-MAY,Day,ART HIST SURVEY III Off-campus Trip`,Hottle  Andrew D,TR      1230 1345 WESTBY 111 (Class),Main,,3,35,0,0,0,35,110
22017,ARHS,03220,  1,Full Term ... `17-JAN to 08-MAY,Day,MODERN ART Off-campus Trip`,Hottle  Andrew D,TR      1100 1215 WESTBY 111 (Class),Main,,3,35,0,0,0,35,110
22012,ARHS,03241,  1,Full Term ... `17-JAN to 08-MAY,Evening,HIST OF PHOTOGRAPHY Off-campus Trip`,STAFF,,Main,,3,0,0,0,0,0,
22014,ARHS,03310,  1,Full Term ... `17-JAN to 08-MAY,Day,HISTORY OF AMERICAN ART Off-campus Trip`,Adelson  Fred,MW      1100 1215 WESTBY 111 (Class),Main,,3,35,0,0,0,35,110
22015,ARHS,03310,  2,Full Term ... `17-JAN to 08-MAY,Day,HISTORY OF AMERICAN ART Off-campus Trip`,Adelson  Fred,MW      1400 1515 WESTBY 111 (Class),Main,,3,35,0,0,0,35,110
22018,ARHS,03425,  1,Full Term ... `17-JAN to 08-MAY,Evening,SPEC PROB:ART & WOMEN'S MVT,Hottle  Andrew D,TR      1700 1815 WESTBY 111 (Class),Main,,3,35,0,0,0,35,110
22053,ART,02100,  1,Full Term ... `17-JAN to 08-MAY,Day,DRAWING I,Levinthal  Aubrey C,TR      0800 0915 WESTBY 213 (Class)`TR      0930 1045 WESTBY 213 (Class),Main,,3,15,0,0,0,15,30
22035,ART,02100,  2,Full Term ... `17-JAN to 08-MAY,Evening,DRAWING I For Non-Art Majors only`,Clements  Caitlin J,MW      1700 1815 WESTBY 213 (Class)`MW      1830 1945 WESTBY 213 (Class),Main,,3,15,0,0,0,15,30
22055,ART,02100,  3,Full Term ... `17-JAN to 08-MAY,Day,DRAWING I For Non-Art Majors only`,Mitchell  John J.,MW      1400 1515 WESTBY 213 (Class)`MW      1530 1645 WESTBY 213 (Class),Main,,3,15,0,0,0,15,30
22071,ART,02100,  4,Full Term ... `17-JAN to 08-MAY,Day,DRAWING I For Non-Art Majors Only`,Sophy  Nancy M,TR      1400 1515 WESTBY 213 (Class)`TR      1530 1645 WESTBY 213 (Class),Main,,3,15,0,0,0,15,30
22069,ART,02105,  1,Full Term ... `17-JAN to 08-MAY,Day,COLOR & DESIGN I,Schottenfeld  Carol Ruth,MW      1100 1215 WESTBY 109 (Class)`MW      1230 1345 WESTBY 109 (Class),Main,,3,15,0,0,0,15,30
22070,ART,02105,  2,Full Term ... `17-JAN to 08-MAY,Evening,COLOR & DESIGN I,Schottenfeld  Carol Ruth,MW      1700 1815 WESTBY 206 (Class)`MW      1830 1945 WESTBY 206 (Class),Main,,3,15,0,0,0,15,30
22078,ART,02105,  3,Full Term ... `17-JAN to 08-MAY,Day,COLOR & DESIGN I For Non-Art Majors only`,Tishler  Joseph,TR      0800 0915 WESTBY 109 (Class)`TR      0930 1045 WESTBY 109 (Class),Main,,3,15,0,0,0,15,30
22059,ART,02110,  1,Full Term ... `17-JAN to 08-MAY,Day,FIGURE DRAWING,Ohanian  Nancy L.,MW      0800 0915 WESTBY 104 (Class)`MW      0930 1045 WESTBY 104 (Class),Main,,3,15,0,0,0,15,30
22029,ART,02200,  1,Full Term ... `17-JAN to 08-MAY,Day,EXPRESSIVE DRAWING,Appelson  Herbert,MW      0800 0915 WESTBY 213 (Class)`MW      0930 1045 WESTBY 213 (Class),Main,,3,15,0,0,0,15,30
22030,ART,02200,  2,Full Term ... `17-JAN to 08-MAY,Day,EXPRESSIVE DRAWING,Appelson  Herbert,MW      1100 1215 WESTBY 213 (Class)`MW      1230 1345 WESTBY 213 (Class),Main,,3,15,0,0,0,15,30
22031,ART,02200,  3,Full Term ... `17-JAN to 08-MAY,Day,EXPRESSIVE DRAWING,Appelson  Herbert,TR      1100 1215 WESTBY 213 (Class)`TR      1230 1345 WESTBY 213 (Class),Main,,3,15,0,0,0,15,30
22046,ART,02220,  1,Full Term ... `17-JAN to 08-MAY,Day,INTRODUCTION TO PAINTING,Graham  Timmy,TR      1400 1515 WESTBY 104 (Class)`TR      1530 1645 WESTBY 104 (Class),Main,,3,15,0,0,0,15,30
22037,ART,02220,  2,Full Term ... `17-JAN to 08-MAY,Evening,INTRODUCTION TO PAINTING For Non-Art Majors only`,Cocco  Caitlin S,TR      1700 1815 WESTBY 104 (Class)`TR      1830 1945 WESTBY 104 (Class),Main,,3,15,0,0,0,15,30
22034,ART,02220,  3,Full Term ... `17-JAN to 08-MAY,Evening,INTRODUCTION TO PAINTING For Non-Art Majors only`,Castiglioni  Rosemary,MW      1700 1815 WESTBY 104 (Class)`MW      1830 1945 WESTBY 104 (Class),Main,,3,15,0,0,0,15,30
22036,ART,02220,  4,Full Term ... `17-JAN to 08-MAY,Day,INTRODUCTION TO PAINTING For Non-Art Majors only`,Clements  Caitlin J,MW      1400 1515 WESTBY 104 (Class)`MW      1530 1645 WESTBY 104 (Class),Main,,3,15,0,0,0,15,30
22065,ART,02220,  5,Full Term ... `17-JAN to 08-MAY,Day,INTRODUCTION TO PAINTING For Non-Art Majors only`,Vanovskaya  Ekaterina A,MW      1100 1215 WESTBY 104 (Class)`MW      1230 1345 WESTBY 104 (Class),Main,,3,15,0,0,0,15,30
22005,ART,02222,  1,Full Term ... `17-JAN to 08-MAY,Day,CORE PORTFOLIO REVIEW,Adams  Markam K,   ,Main,,0,60,0,0,0,60,
22050,ART,02240,  1,Full Term ... `17-JAN to 08-MAY,Day,INTRODUCTION TO SCULPTURE/3-D,Kaylor  Scot,MW      0800 0915 WESTBY 109 (Class)`MW      0930 1045 WESTBY 109 (Class),Main,,3,15,0,0,0,15,30
22067,ART,02240,  2,Full Term ... `17-JAN to 08-MAY,Evening,INTRODUCTION TO SCULPTURE/3-D,Park  Keunho P,MW      1700 1815 WESTBY 109 (Class)`MW      1830 1945 WESTBY 109 (Class),Main,,3,15,0,0,0,15,30
22066,ART,02240,  3,Full Term ... `17-JAN to 08-MAY,Day,INTRODUCTION TO SCULPTURE/3-D,Park  Keunho P,MW      1400 1515 WESTBY 109 (Class)`MW      1530 1645 WESTBY 109 (Class),Main,,3,15,0,0,0,15,30
22032,ART,02260,  1,Full Term ... `17-JAN to 08-MAY,Day,INTRODUCTION TO PRINTMAKING,Appelson  Herbert,TR      1400 1515 WESTBY 205 (Class)`TR      1530 1645 WESTBY 205 (Class),Main,,3,15,0,0,0,15,30
22010,ART,02300,  1,Full Term ... `17-JAN to 08-MAY,Evening,WKSP IN ART:DIGITAL PHOTO,Pollard  Kate L,R       1700 1815 RUCAB 113 (Class)`R       1830 1945 RUCAB 113 (Class),Camden,,3,15,0,0,0,15,18
22011,ART,02300,  2,Full Term ... `17-JAN to 08-MAY,Evening,WKSP IN ART:DIGITAL PHOTO,Pollard  Kate L,R       2000 2115 RUCAB 113 (Class)`R       2130 2245 RUCAB 113 (Class),Camden,,3,15,0,0,0,15,18
22025,ART,02300,  3,Full Term ... `17-JAN to 08-MAY,Day,WKSP IN ART:PUPPETRY,Ahearn  Patrick W,T       1400 1515 WESTBY 109 (Class)`T       1530 1645 WESTBY 109 (Class),Main,,3,15,0,0,0,15,30
22026,ART,02300,  4,Full Term ... `17-JAN to 08-MAY,Evening,WKSP IN ART:PUPPETRY,Ahearn  Patrick W,T       1700 1815 WESTBY 109 (Class)`T       1830 1945 WESTBY 109 (Class),Main,,3,15,0,0,0,15,30
22049,ART,02301,  1,Full Term ... `17-JAN to 08-MAY,Day,INTERMEDIATE SCULPTURE Foundry - Bronze Casting`,Kaylor  Scot,MW      1100 1215 WESTBY 103 (Class)`MW      1230 1345 WESTBY 103 (Class),Main,,3,11,0,0,0,11,30
22052,ART,02315,  1,Full Term ... `17-JAN to 08-MAY,Day,INTERMEDIATE PAINTING,Levinthal  Aubrey C,TR      1100 1215 WESTBY 104 (Class)`TR      1230 1345 WESTBY 104 (Class),Main,,3,8,0,0,0,8,30
22080,ART,02317,  1,Full Term ... `17-JAN to 08-MAY,Evening,INTERMEDIATE PRINTMAKING,Vaccaro  David E.,TR      1700 1815 WESTBY 205 (Class)`TR      1830 1945 WESTBY 205 (Class),Main,,3,11,0,0,0,11,30
22048,ART,02401,  1,Full Term ... `17-JAN to 08-MAY,Day,ADVANCED SCULPTURE Foundry - Bronze Casting Optional`,Kaylor  Scot,MW      1100 1215 WESTBY 103 (Class)`MW      1230 1345 WESTBY 103 (Class),Main,,3,4,0,0,0,4,30
22051,ART,02414,  1,Full Term ... `17-JAN to 08-MAY,Day,ADVANCED PAINTING,Levinthal  Aubrey C,TR      1100 1215 WESTBY 104 (Class)`TR      1230 1345 WESTBY 104 (Class),Main,,3,7,0,0,0,7,30
22079,ART,02430,  1,Full Term ... `17-JAN to 08-MAY,Evening,ADVANCED PRINTMAKING,Vaccaro  David E.,TR      1700 1815 WESTBY 205 (Class)`TR      1830 1945 WESTBY 205 (Class),Main,,3,4,0,0,0,4,30
22064,ART,09200,  1,Full Term ... `17-JAN to 08-MAY,Day,THEORY/ANALYSIS IN ART EDU,Wang  Tingting,F       1100 1215 WESTBY 206 (Class)`F       1230 1345 WESTBY 206 (Class),Main,,3,15,0,0,0,15,30
22047,ART,09202,  1,Full Term ... `17-JAN to 08-MAY,Day,COMM ART ED FOR SECONDARY GRDS,Graziano  Jane E.,W       1400 1515 WESTBY 206 (Class)`W       1530 1645 WESTBY 206 (Class),Main,,3,15,0,0,0,15,30
22045,ART,09210,  1,Full Term ... `17-JAN to 08-MAY,Day,INTRODUCTION TO METALS/JEWELRY,Gower  Jill Kathleen,MW      1100 1215 WESTBY 102 (Class)`MW      1230 1345 WESTBY 102 (Class),Main,,3,15,0,0,0,15,30
22054,ART,09210,  2,Full Term ... `17-JAN to 08-MAY,Evening,INTRODUCTION TO METALS/JEWELRY For Non-Art Majors only`,McDonah  Tedd R,MW      1700 1815 WESTBY 102 (Class)`MW      1830 1945 WESTBY 102 (Class),Main,,3,15,0,0,0,15,30
22063,ART,09210,  3,Full Term ... `17-JAN to 08-MAY,Evening,INTRODUCTION TO METALS/JEWELRY For Non-Art Majors only`,Weston  Mallory A,TR      1700 1815 WESTBY 102 (Class)`TR      1830 1945 WESTBY 102 (Class),Main,,3,15,0,0,0,15,30
22060,ART,09228,  1,Full Term ... `17-JAN to 08-MAY,Day,INTRODUCTION TO ILLUSTRATION,Ohanian  Nancy L.,MW      1100 1215 WESTBY 219 (Class)`MW      1230 1345 WESTBY 219 (Class),Main,,3,15,0,0,0,15,30
22076,ART,09240,  1,Full Term ... `17-JAN to 08-MAY,Day,INTRODUCTION TO CERAMICS,Thomas  Skeffington N.,MW      1100 1215 WESTBY 100 (Class)`MW      1230 1345 WESTBY 100 (Class),Main,,3,15,0,0,0,15,30
22077,ART,09240,  2,Full Term ... `17-JAN to 08-MAY,Day,INTRODUCTION TO CERAMICS,Thomas  Skeffington N.,TR      1100 1215 WESTBY 100 (Class)`TR      1230 1345 WESTBY 100 (Class),Main,,3,15,0,0,0,15,30
24236,ART,09252,  1,Full Term ... `17-JAN to 08-MAY,Evening,INTRO NAT SCI&ZOOLOGICAL ILL,Almon  Amanda S,MW      1830 1945 WESTBY 216 (Class)`MW      2000 2115 WESTBY 216 (Class),Main,,3,15,0,0,0,15,36
22062,ART,09301,  1,Full Term ... `17-JAN to 08-MAY,Day,DIGITAL MEDIA AND TECHNIQUES,Whyte  Robert Thomas,MW      1100 1215 WESTBY 218 (Class)`MW      1230 1345 WESTBY 218 (Class),Main,,3,15,0,0,0,15,30
24238,ART,09303,  1,Full Term ... `17-JAN to 08-MAY,Day,PROFESSIONA PRACTICES IN ART 1,STAFF,F       1100 1215 WESTBY 218 (Class)`F       1230 1345 WESTBY 218 (Class),Main,,3,0,0,0,0,0,30
22033,ART,09308,  1,Full Term ... `17-JAN to 08-MAY,Day,COLOR THEORY,Castiglioni  Rosemary,MW      1400 1515 WESTBY 205 (Class)`MW      1530 1645 WESTBY 205 (Class),Main,,3,15,0,0,0,15,30
22044,ART,09311,  1,Full Term ... `17-JAN to 08-MAY,Day,INTERMEDIATE METALS/JEWELRY,Gower  Jill Kathleen,TR      1100 1215 WESTBY 102 (Class)`TR      1230 1345 WESTBY 102 (Class),Main,,3,10,0,0,0,10,30
22058,ART,09336,  1,Full Term ... `17-JAN to 08-MAY,Day,INTERMEDIATE ILLUSTRATION,Ohanian  Nancy L.,TR      0800 0915 WESTBY 218 (Class)`TR      0930 1045 WESTBY 218 (Class),Main,,3,10,0,0,0,10,30
22061,ART,09343,  1,Full Term ... `17-JAN to 08-MAY,Day,INTRO TO GRAPHIC DESIGN I,Bowman  Susan,TR      0800 0915 WESTBY 219 (Class)`TR      0930 1045 WESTBY 219 (Class),Main,,3,15,0,0,0,15,30
22072,ART,09343,  2,Full Term ... `17-JAN to 08-MAY,Evening,INTRO TO GRAPHIC DESIGN I For Non-Art Majors Only`,STAFF,,Main,,3,0,0,0,0,0,
22039,ART,09344,  1,Full Term ... `17-JAN to 08-MAY,Day,INTERMED GRAPHIC DES II:TYP,Bowman  Susan,TR      1100 1215 WESTBY 218 (Class)`TR      1230 1345 WESTBY 218 (Class),Main,,3,15,0,0,0,15,30
23791,ART,09346,  1,Full Term ... `17-JAN to 08-MAY,Day,CAD:3D MODEL FOR ARTIST/DESGNR,STAFF,TR      1400 1515 WESTBY 216 (Class)`TR      1530 1645 WESTBY 216 (Class),Main,,3,15,0,0,0,15,36
22040,ART,09349,  1,Full Term ... `17-JAN to 08-MAY,Day,INTERMED GRAPHIC DES III:VIS,DeCusatis  Steven J,F       0800 0915 WESTBY 219 (Class)`F       0930 1045 WESTBY 219 (Class)`F       1100 1215 WESTBY 219 (Class)`F       1230 1345 WESTBY 219 (Class),Main,,3,15,0,0,0,15,30
22075,ART,09352,  1,Full Term ... `17-JAN to 08-MAY,Evening,INTERMEDIATE CERAMICS,Thomas  Skeffington N.,TR      1700 1815 WESTBY 100 (Class)`TR      1830 1945 WESTBY 100 (Class),Main,,3,10,0,0,0,10,30
24237,ART,09361,  1,Full Term ... `17-JAN to 08-MAY,Day,MED SCUL&FORENSIC RECONSTRUCTI,Almon  Amanda S,F       0930 1045 WESTBY 103 (Class)`F       1100 1215 WESTBY 103 (Class)`F       1230 1345 WESTBY 103 (Class)`F       1400 1515 WESTBY 103 (Class),Main,,3,15,0,0,0,15,30
22038,ART,09364,  1,Full Term ... `17-JAN to 08-MAY,Evening,ADV GRAP DESGN VI:INFO PRO PRA,Bowman  Susan,MW      1700 1815 WESTBY 219 (Class)`MW      1830 1945 WESTBY 219 (Class),Main,,3,15,0,0,0,15,30
22042,ART,09375,  1,Full Term ... `17-JAN to 08-MAY,Day,TIME-BASED MEDIA: VIDEO,Drumgoole  Jennifer K,MW      1400 1515 WESTBY 218 (Class)`MW      1530 1645 WESTBY 218 (Class),Main,,3,15,0,0,0,15,30
23952,ART,09377,  1,Full Term ... `17-JAN to 08-MAY,Evening,GRAPHIC DESIGN & TYPOGRA ESSEN,Whyte  Robert Thomas,TR      1700 1815 WESTBY 218 (Class)`TR      1830 1945 WESTBY 218 (Class),Main,,3,15,0,0,0,15,30
22007,ART,09390,  1,Full Term ... `17-JAN to 08-MAY,Day,STUDIO WORK IN PROG REVIEW,Vaccaro  David E.,   ,Main,,0,35,0,0,0,35,
22006,ART,09401,  1,Full Term ... `17-JAN to 08-MAY,Day,SENIOR PROJECT ART,Adams  Markam K,   ,Main,,0,50,0,0,0,50,
22043,ART,09411,  1,Full Term ... `17-JAN to 08-MAY,Day,ADVANCED METALS/JEWELRY,Gower  Jill Kathleen,TR      1100 1215 WESTBY 102 (Class)`TR      1230 1345 WESTBY 102 (Class),Main,,3,5,0,0,0,5,30
22057,ART,09419,  1,Full Term ... `17-JAN to 08-MAY,Day,ADVANCED ILLUSTRATION,Ohanian  Nancy L.,TR      0800 0915 WESTBY 218 (Class)`TR      0930 1045 WESTBY 218 (Class),Main,,3,5,0,0,0,5,30
22074,ART,09450,  1,Full Term ... `17-JAN to 08-MAY,Evening,ADVANCED CERAMICS,Thomas  Skeffington N.,TR      1700 1815 WESTBY 100 (Class)`TR      1830 1945 WESTBY 100 (Class),Main,,3,5,0,0,0,5,30
22028,ART,09453,  1,Full Term ... `17-JAN to 08-MAY,Day,INTRO TO GAME MEDIA DESIGN,Almon  Amanda S,TR      0800 0915 WESTBY 216 (Class)`TR      0930 1045 WESTBY 216 (Class),Main,,3,15,0,0,0,15,36
22027,ART,09456,  1,Full Term ... `17-JAN to 08-MAY,Day,BIOMED ART SR THES EX&POR CAPS,Almon  Amanda S,TR      1100 1215 WESTBY 216 (Class)`TR      1230 1345 WESTBY 216 (Class),Main,,3,15,0,0,0,15,36
22068,ART,09464,  1,Full Term ... `17-JAN to 08-MAY,Day,ADVANCED GRAPHIC DESIGN VIII:,Conradi  Janet,TR      1100 1215 WESTBY 219 (Class)`TR      1230 1345 WESTBY 219 (Class),Main,,3,15,0,0,0,15,30
22008,ART,09490,  1,Full Term ... `17-JAN to 08-MAY,Day,BFA SENIOR THESIS EX,Vaccaro  David E.,   ,Main,,0,35,0,0,0,35,
23950,ART,11250,  1,Full Term ... `17-JAN to 08-MAY,Day,PHOTOGRAPHY I For Non-Art Majors Only`,States  Chad E,TR      1100 1215 WESTBY 201 (Class)`TR      1230 1345 WESTBY 201 (Class),Main,,3,15,0,0,0,15,31
23951,ART,11250,  2,Full Term ... `17-JAN to 08-MAY,Evening,PHOTOGRAPHY I For Non-Art Majors Only`,Drumgoole  Jennifer K,MW      1700 1815 WESTBY 201 (Class)`MW      1830 1945 WESTBY 201 (Class),Main,,3,15,0,0,0,15,31
22024,ART,11275,  1,Full Term ... `17-JAN to 08-MAY,Day,PHOTOGRAPHY II,Adams  Markam K,MW      1100 1215 WESTBY 201 (Class)`MW      1230 1345 WESTBY 201 (Class),Main,,3,15,0,0,0,15,31
22073,ART,11405,  1,Full Term ... `17-JAN to 08-MAY,Day,ADV PHOTO TECHNIQUES,States  Chad E,TR      1400 1515 WESTBY 201 (Class)`TR      1530 1645 WESTBY 201 (Class),Main,,3,15,0,0,0,15,31
22023,ART,39330,  1,Full Term ... `17-JAN to 08-MAY,Day,GENERAL PHOTOGRAPHY:DIGITAL,STAFF,,Main,,3,0,0,0,0,0,
22041,ART,39330,  2,Full Term ... `17-JAN to 08-MAY,Evening,GENERAL PHOTOGRAPHY:DIGITAL,STAFF,,Main,,3,0,0,0,0,0,
21734,ASTR,11120,  1,Full Term ... `17-JAN to 08-MAY,Day,INTRO TO ASTRONOMY,Simmerman  Steven J,T       1530 1645 SCIENC 149 (Class)`T       1700 1815 SCIENC 149 (Class)`W       1830 1945 SCIENC 149 (Class)`W       2000 2115 SCIENC 149 (Class),Main,,4,24,0,0,0,24,26
21735,ASTR,11120,  2,Full Term ... `17-JAN to 08-MAY,Day,INTRO TO ASTRONOMY,Schaaf  Frederick C,MW      1530 1645 SCIENC 149 (Class)`MW      1700 1815 SCIENC 149 (Class),Main,,4,24,0,0,0,24,26
21736,ASTR,11120,  3,Full Term ... `17-JAN to 08-MAY,Day,INTRO TO ASTRONOMY,Long  Jennifer L,MW      1400 1515 SCIENC 149 (Class)`R       1830 1945 SCIENC 149 (Class)`R       2000 2115 SCIENC 149 (Class),Main,,4,24,0,0,0,24,26
21737,ASTR,11120,  4,Full Term ... `17-JAN to 08-MAY,Day,INTRO TO ASTRONOMY,Black  Lloyd W,TR      1230 1345 SCIENC 149 (Class)`F       0930 1045 SCIENC 149 (Class)`F       1100 1215 SCIENC 149 (Class),Main,,4,24,0,0,0,24,26
21738,ASTR,11120,  5,Full Term ... `17-JAN to 08-MAY,Day,INTRO TO ASTRONOMY,Herrmann  John,M       1830 1945 SCIENC 149 (Class)`M       2000 2115 SCIENC 149 (Class)`TR      1400 1515 SCIENC 149 (Class),Main,,4,24,0,0,0,24,26
21704,ASTR,11120,  6,Full Term ... `17-JAN to 08-MAY,Online,INTRO TO ASTRONOMY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Love  Christina Elena,   ,Online,,4,24,0,0,0,24,
21705,ASTR,11120,  7,Full Term ... `17-JAN to 08-MAY,Online,INTRO TO ASTRONOMY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Kratzer  Rachael M,   ,Online,,4,24,0,0,0,24,
21706,ASTR,11120,  8,Full Term ... `17-JAN to 08-MAY,Online,INTRO TO ASTRONOMY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Watson  Andrew W,   ,Online,,4,24,0,0,0,24,
21707,ASTR,11250,  1,Full Term ... `17-JAN to 08-MAY,Day,ASTRONOMY RESEARCH I,Dobbins  Tabbetha Amanda,   ,Main,,1,0,0,0,0,0,
21708,ASTR,11250,  2,Full Term ... `17-JAN to 08-MAY,Day,ASTRONOMY RESEARCH I,Dobbins  Tabbetha Amanda,   ,Main,,2,0,0,0,0,0,
21709,ASTR,11250,  3,Full Term ... `17-JAN to 08-MAY,Day,ASTRONOMY RESEARCH I,Dobbins  Tabbetha Amanda,   ,Main,,3,0,0,0,0,0,
21710,ASTR,11251,  1,Full Term ... `17-JAN to 08-MAY,Day,ASTRONOMY RESEARCH II,Dobbins  Tabbetha Amanda,   ,Main,,1,0,0,0,0,0,
21711,ASTR,11251,  2,Full Term ... `17-JAN to 08-MAY,Day,ASTRONOMY RESEARCH II,Dobbins  Tabbetha Amanda,   ,Main,,2,0,0,0,0,0,
21712,ASTR,11251,  3,Full Term ... `17-JAN to 08-MAY,Day,ASTRONOMY RESEARCH II,Dobbins  Tabbetha Amanda,   ,Main,,3,0,0,0,0,0,
21713,ASTR,11350,  1,Full Term ... `17-JAN to 08-MAY,Day,ASTRONOMY RESEARCH III,Dobbins  Tabbetha Amanda,   ,Main,,1,0,0,0,0,0,
21714,ASTR,11350,  2,Full Term ... `17-JAN to 08-MAY,Day,ASTRONOMY RESEARCH III,Dobbins  Tabbetha Amanda,   ,Main,,2,0,0,0,0,0,
21715,ASTR,11350,  3,Full Term ... `17-JAN to 08-MAY,Day,ASTRONOMY RESEARCH III,Dobbins  Tabbetha Amanda,   ,Main,,3,0,0,0,0,0,
21716,ASTR,11450,  1,Full Term ... `17-JAN to 08-MAY,Day,ASTRONOMY RESEARCH IV,Dobbins  Tabbetha Amanda,   ,Main,,1,0,0,0,0,0,
21717,ASTR,11450,  2,Full Term ... `17-JAN to 08-MAY,Day,ASTRONOMY RESEARCH IV,Dobbins  Tabbetha Amanda,   ,Main,,2,0,0,0,0,0,
21718,ASTR,11450,  3,Full Term ... `17-JAN to 08-MAY,Day,ASTRONOMY RESEARCH IV,Dobbins  Tabbetha Amanda,   ,Main,,3,0,0,0,0,0,
21158,ATR,00218,  1,Full Term ... `17-JAN to 08-MAY,Day,PREV CARE ORTHO INJURIES,Mann  Douglas P.,MW      0930 1045 JAMES 1019 (Class),Main,,3,0,0,0,0,0,36
21160,ATR,00220,  1,Full Term ... `17-JAN to 08-MAY,Day,PATH/EVAL ORTHOPEDIC INJUR II,Sterner  Robert Lance,TR      1230 1345 JAMES 1019 (Class),Main,,3,30,0,0,0,30,36
21161,ATR,00239,  1,Full Term ... `17-JAN to 08-MAY,Day,PATH/EVAL ORTHO INJ II-LAB EXP,Grugan  Colleen A.,TR      1100 1215 JAMES 1020 (Class),Main,,2,12,0,0,0,12,30
21162,ATR,00239,  2,Full Term ... `17-JAN to 08-MAY,Day,PATH/EVAL ORTHO INJ II-LAB EXP,Pantellere  Christopher James,MW      1100 1215 JAMES 1020 (Class),Main,,2,12,0,0,0,12,30
21163,ATR,00334,  1,Full Term ... `17-JAN to 08-MAY,Day,ADVANCED EMERGENCY CARE,Evans  Daniel J,R       0800 0915 JAMES 2096 (Class)`R       0930 1045 JAMES 1020 (Class),Main,,3,0,0,0,0,0,30
21164,ATR,00334,  2,Full Term ... `17-JAN to 08-MAY,Day,ADVANCED EMERGENCY CARE,Mann  Douglas P.,W       1230 1345 JAMES 1020 (Class)`W       1400 1515 JAMES 1020 (Class),Main,,3,0,0,0,0,0,30
23757,ATR,00334,  3,Full Term ... `17-JAN to 08-MAY,Day,ADVANCED EMERGENCY CARE,Mann  Douglas P.,F       1100 1215 JAMES 1146 (Class)`F       1230 1345 JAMES 1146 (Class),Main,,3,0,0,0,0,0,30
21165,ATR,00339,  1,Full Term ... `17-JAN to 08-MAY,Day,CLIN TECHNIQ ATHLETIC TRNG II,Sterner  Robert Lance,TR      0800 0915 JAMES 1020 (Class),Main,,2,20,0,0,0,20,30
21166,ATR,00341,  1,Full Term ... `17-JAN to 08-MAY,Day,CLIN TECHNIQ IN ATHL TRNG IV,Mann  Douglas P.,T       0800 0915 JAMES 2096 (Class)`T       0930 1045 JAMES 1020 (Class),Main,,2,20,0,0,0,20,30
21167,ATR,00347,  1,Full Term ... `17-JAN to 08-MAY,Day,APPLIED BIOMECHANICS,Uygur  Mehmet,TR      0930 1045 JAMES 1146 (Class),Main,,3,20,0,0,0,20,30
23756,ATR,00358,  1,Full Term ... `17-JAN to 08-MAY,Day,RESIDENCY IN ATHLETIC TRNG I,STAFF,   ,Off-campus,,3,0,0,0,0,0,
21116,ATR,00359,  1,Full Term ... `17-JAN to 08-MAY,Day,RESIDENCY IN ATHLETIC TRNG II,STAFF,   ,Off-campus,,3,25,0,0,0,25,
21117,ATR,00359,  2,Full Term ... `17-JAN to 08-MAY,Day,RESIDENCY IN ATHLETIC TRNG II,Schultz  Steven A.,   ,Off-campus,,3,0,0,0,0,0,
21118,ATR,00359,  3,Full Term ... `17-JAN to 08-MAY,Day,RESIDENCY IN ATHLETIC TRNG II,Pantellere  Christopher James,   ,Off-campus,,3,0,0,0,0,0,
